tsp_file,algorithm,cost,elapsed_time
tsp2_1248,bruteforce,1248,0.0001691
tsp2_1248,parallel_bruteforce,1248,0.0002815
tsp1_253,bruteforce,253,24.8021283
tsp1_253,parallel_bruteforce,253,18.3108442
tsp2_1248,bruteforce,1248,0.0003159
tsp2_1248,parallel_bruteforce,1248,0.0027483
tsp1_253,bruteforce,253,31.0385117
tsp1_253,parallel_bruteforce,253,17.7140036
tsp2_1248,bruteforce,1248,0.0002201
tsp2_1248,parallel_bruteforce,1248,0.0002745
tsp1_253,bruteforce,253,19.4891902
tsp1_253,parallel_bruteforce,253,18.9584087
tsp2_1248,bruteforce,1248,0.0001699
tsp2_1248,parallel_bruteforce,1248,0.0002589
tsp1_253,bruteforce,253,16.0712692
tsp1_253,parallel_bruteforce,253,18.7775226
tsp2_1248,bruteforce,1248,0.0001921
tsp2_1248,parallel_bruteforce,1248,0.0002357
tsp1_253,bruteforce,253,12.8473233
tsp1_253,parallel_bruteforce,253,14.764512
tsp2_1248,bruteforce,1248,0.00017
tsp2_1248,parallel_bruteforce,1248,0.0003374
tsp1_253,bruteforce,253,11.7877584
tsp1_253,parallel_bruteforce,253,14.9615395
tsp2_1248,bruteforce,1248,0.0001964
tsp2_1248,parallel_bruteforce,1248,0.0002557
tsp1_253,bruteforce,253,12.6222408
tsp1_253,parallel_bruteforce,253,14.6314958
tsp2_1248,bruteforce,1248,0.0001665
tsp2_1248,parallel_bruteforce,1248,0.0002158
tsp1_253,bruteforce,253,12.0062864
tsp1_253,parallel_bruteforce,253,14.5491916
tsp2_1248,bruteforce,1248,0.0001978
tsp2_1248,parallel_bruteforce,1248,0.0002737
tsp1_253,bruteforce,253,11.4528218
tsp1_253,parallel_bruteforce,253,14.3917012
tsp2_1248,bruteforce,1248,0.0001644
tsp2_1248,parallel_bruteforce,1248,0.0002801
tsp1_253,bruteforce,253,23.6036118
tsp1_253,parallel_bruteforce,253,18.23122
tsp2_1248,bruteforce,1248,0.000164
tsp2_1248,parallel_bruteforce,1248,0.0003302
tsp1_253,bruteforce,253,16.4348723
tsp1_253,parallel_bruteforce,253,15.7389955
tsp2_1248,bruteforce,1248,0.000206
tsp2_1248,parallel_bruteforce,1248,0.0004896
tsp1_253,bruteforce,253,14.0754186
tsp1_253,parallel_bruteforce,253,14.8215608
tsp2_1248,bruteforce,1248,0.0001749
tsp2_1248,parallel_bruteforce,1248,0.0002851
tsp1_253,bruteforce,253,13.645765
tsp1_253,parallel_bruteforce,253,15.3773117
tsp2_1248,bruteforce,1248,0.0002029
tsp2_1248,parallel_bruteforce,1248,0.0002722
tsp1_253,bruteforce,253,16.3998539
tsp1_253,parallel_bruteforce,253,15.978883100000001
tsp2_1248,bruteforce,1248,0.0002266
tsp2_1248,parallel_bruteforce,1248,0.0002709
tsp1_253,bruteforce,253,15.0781075
tsp1_253,parallel_bruteforce,253,15.2050613
tsp2_1248,bruteforce,1248,0.0001693
tsp2_1248,parallel_bruteforce,1248,0.0002676
tsp1_253,bruteforce,253,14.9343265
tsp1_253,parallel_bruteforce,253,15.8146462
tsp2_1248,bruteforce,1248,0.0001757
tsp2_1248,parallel_bruteforce,1248,0.0010061
tsp1_253,bruteforce,253,15.171102
tsp1_253,parallel_bruteforce,253,15.1486447
tsp2_1248,bruteforce,1248,0.0001715
tsp2_1248,parallel_bruteforce,1248,0.0002454
tsp1_253,bruteforce,253,16.0292942
tsp1_253,parallel_bruteforce,253,16.1805926
tsp2_1248,bruteforce,1248,0.0001916
tsp2_1248,parallel_bruteforce,1248,0.0004013
tsp1_253,bruteforce,253,13.3659306
tsp1_253,parallel_bruteforce,253,14.592058399999999
tsp2_1248,bruteforce,1248,0.0001727
tsp2_1248,parallel_bruteforce,1248,0.0003494
tsp1_253,bruteforce,253,11.8053139
tsp1_253,parallel_bruteforce,253,14.067766
tsp2_1248,bruteforce,1248,0.0002312
tsp2_1248,parallel_bruteforce,1248,0.0002837
tsp1_253,bruteforce,253,12.0790854
tsp1_253,parallel_bruteforce,253,14.2023704
tsp2_1248,bruteforce,1248,0.000169
tsp2_1248,parallel_bruteforce,1248,0.0063755
tsp1_253,bruteforce,253,13.0183323
tsp1_253,parallel_bruteforce,253,13.8930292
tsp2_1248,bruteforce,1248,0.0002211
tsp2_1248,parallel_bruteforce,1248,0.0025052
tsp1_253,bruteforce,253,13.3930492
tsp1_253,parallel_bruteforce,253,13.9294395
tsp2_1248,bruteforce,1248,0.0001741
tsp2_1248,parallel_bruteforce,1248,0.0002654
tsp1_253,bruteforce,253,12.292422
tsp1_253,parallel_bruteforce,253,13.6829153
tsp2_1248,bruteforce,1248,0.0002002
tsp2_1248,parallel_bruteforce,1248,0.0006548
tsp1_253,bruteforce,253,12.2817475
tsp1_253,parallel_bruteforce,253,13.3679541
tsp2_1248,bruteforce,1248,0.0001975
tsp2_1248,parallel_bruteforce,1248,0.0002557
tsp1_253,bruteforce,253,12.496137
tsp1_253,parallel_bruteforce,253,13.4592624
tsp2_1248,bruteforce,1248,0.0001907
tsp2_1248,parallel_bruteforce,1248,0.0003048
tsp1_253,bruteforce,253,12.3115855
tsp1_253,parallel_bruteforce,253,13.7118598
tsp2_1248,bruteforce,1248,0.0001727
tsp2_1248,parallel_bruteforce,1248,0.0002674
tsp1_253,bruteforce,253,12.6801408
tsp1_253,parallel_bruteforce,253,13.5476546
tsp2_1248,bruteforce,1248,0.0001941
tsp2_1248,parallel_bruteforce,1248,0.0003129
tsp1_253,bruteforce,253,12.5592447
tsp1_253,parallel_bruteforce,253,13.7845296
tsp2_1248,bruteforce,1248,0.0001923
tsp2_1248,parallel_bruteforce,1248,0.0011856
tsp1_253,bruteforce,253,12.5650895
tsp1_253,parallel_bruteforce,253,14.4289348
tsp2_1248,bruteforce,1248,0.0002062
tsp2_1248,parallel_bruteforce,1248,0.0002504
tsp1_253,bruteforce,253,12.9638545
tsp1_253,parallel_bruteforce,253,13.8089992
tsp2_1248,bruteforce,1248,0.0002153
tsp2_1248,parallel_bruteforce,1248,0.0004104
tsp1_253,bruteforce,253,12.7717536
